,VIN,CALCULATEUR,TYPE_DEFAUT
3485,VF1FL000471015900,HVAC,DTC
3486,VF1FL000471015900,ECM,DTC
3487,VF1FL000471015900,ECM,DTC
3488,VF1FL000471015900,EPS,DTC
3489,VF1FL000471015900,HVAC,DTC
3490,VF1FL000471015900,ECM,DTC
3491,VF1FL000471015900,FRCAM,CALIBRATION
3492,VF1FL000471015900,HVAC,DTC
3493,VF1FL000471015900,ECM,DTC
3494,VF1FL000471015900,ABS,DTC
3495,VF1FL000471015900,ECM,DTC
3496,VF1FL000471015900,HVAC,DTC
3497,VF1FL000471015900,HVAC,DTC
3498,VF1FL000471015900,ECM,DTC
3499,VNVF4000271239790,METER,DTC
3500,VNVF4000271239790,BCM,DTC
3501,VNVF4000271239790,NAV,PAS REPONSE UCE
3502,VF1FL000471015900,FRCAM,UCE NON CONFORME
3503,VF1FL000471015900,FRCAM,UCE NON CONFORME
3504,VF1FL000471015900,FRCAM,PAS REPONSE UCE
3505,VF1JL000471163989,BCM,CLIGNOTANT AR
3506,VF1JL000471163989,BCM,VERROUILLAGE PORTE
3507,VF1JL000471163989,BCM,DEGIVRAGE LUNETTE AR
3508,VF1JL000471163989,BCM,VERROUILLAGE PORTE
3509,VF1JL000471163989,BCM,ESSUIE-VITRE AV
3510,VF1JL000471163989,BCM,ESSUIE-VITRE AV
3511,VF1JL000471163989,BCM,PORTE COFFRE
3512,VF1JL000471163989,BCM,ESSUIE-VITRE AV
3513,VF1FL000671247222,RADIO,DTC
3514,VF1FL000671247222,RADIO,DTC
3515,VNVF4000271239790,BCM,DTC
3516,VNVF4000271239790,BCM,DTC
3517,VF1FL000671247222,ECM,DTC
3518,VF1FL000671247222,ECM,TEST STATIQUE
3519,VF1FL000671247222,ECM,DTC
3520,VF1FL000671247222,ECM,DTC
3521,VF1FL000671247222,ECM,DTC
3522,VF1FL000671247222,ECM,DTC
3523,VF1FL000671247222,ECM,DTC
3524,VF1FL000671247222,ECM,DTC
3525,VF1FL000671247222,ECM,DTC
3526,VF1FL000671247222,ECM,DTC
3527,VF1FL000671247222,ECM,DTC
3528,VF1FL000671247222,ECM,DTC
3529,VF1FL000671247222,ECM,DTC
3530,VF1FL000671247222,ECM,DTC
3531,VF1FL000671247222,ECM,DTC
3532,VF1FL000671247222,ECM,DTC
3533,VF1FL000671247222,ECM,DTC
3534,VF1FL000671247222,ECM,DTC
3535,VF1FL000671247222,ECM,DTC
3536,VF1FL000671247222,ECM,DTC
3537,VF1FL000671247222,ECM,DTC
3538,VF1FL000671247222,ECM,DTC
3539,VF1FL000671247222,ECM,DTC
3540,VF1FL000671247222,ECM,DTC
3541,VF1FL000671247222,ECM,DTC
3542,VF1FL000671247222,ECM,DTC
3543,VF1FL000671247222,ECM,DTC
3544,VF1FL000671247222,ECM,DTC
3545,VF1FL000671247222,ECM,DTC
3546,VF1FL000671247222,ECM,DTC
3547,VF1FL000671247222,ECM,DTC
3548,VF1FL000671247222,ECM,DTC
3549,VF1FL000671247222,UDM,PAS REPONSE UCE
3550,VF1FL000671247222,ECM,DTC
3551,VF1FL000671247222,ECM,DTC
3552,VF1FL000671247222,ECM,DTC
3553,VF1FL000671247222,ECM,DTC
3554,VF1FL000671247222,ECM,DTC
3555,VF1FL000671247222,ECM,DTC
3556,VF1FL000671247222,ECM,DTC
3557,VF1FL000671247222,ECM,DTC
3558,VF1FL000671247222,ECM,DTC
3559,VF1FL000671247222,ECM,DTC
3560,VF1FL000671247222,ECM,DTC
3561,VF1FL000671247222,ECM,DTC
3562,VF1FL000671247222,ECM,DTC
3563,VF1FL000671247222,ECM,DTC
3564,VF1FL000671247222,ECM,DTC
3565,VF1FL000671247222,ECM,DTC
3566,VF1FL000671247222,ECM,DTC
3567,VF1FL000671247222,ECM,DTC
3568,VF1FL000671247222,ECM,DTC
3569,VF1FL000671247222,ECM,DTC
3570,VF1FL000671247222,ECM,DTC
3571,VF1FL000271016155,BCM,RETROVISEUR COND
3572,VF1FL000271016155,BCM,RETROVISEUR PSG
3573,VF1FL000271016155,BCM,RETROVISEUR RABATTABLE
3574,VF1FL000671247222,UDM,PAS REPONSE UCE
3575,VF1JL000971159386,HFM,DTC
3576,VF1JL000971159386,BCM,ECLAIRAGE PLAFONNIER AR
3577,VF1JL000971159386,BCM,APC NON COUPE
3578,VNVJ4000X71239594,ECM,PEDALE EMBRAYAGE NON RELACHE
3579,VNVJ4000X71239594,ECM,PAS REPONSE UCE
3580,VNVJ4000X71239594,SONAR,PAS REPONSE UCE
3581,VNVJ4000X71239594,METER,CONFIGURATION AUTOMATIQUE
3582,VNVJ4000X71239594,ECM,PAS REPONSE UCE
3583,VNVJ4000X71239594,ACU,DEFAUT
3584,VNVJ4000X71239594,USM,PAS REPONSE UCE
3585,VNVJ4000X71239594,ECM,CALIBRATION
3586,VNVJ4000X71239594,METER,DEFAUT
3587,VNVJ4000X71239594,CDM,PAS REPONSE UCE
3588,VNVJ4000X71239594,METER,PAS REPONSE UCE
3589,VNVJ4000X71239594,BCM,PEDALE EMBRAYAGE
3590,VNVJ4000X71239594,BCM,DEMARRAGE INTERDIT
3591,VNVJ4000X71239594,EPS,DTC
3592,VNVJ4000X71239594,USM,FEUX JOUR
3593,VNVJ4000X71239594,METER,RHEOSTAT ECLAIRAGE TABLEAU DE BORD
3594,VNVJ4000X71239594,HVAC,PRESSION GAZ CLIM
3595,VNVJ4000X71239594,USM,DTC
3596,VNVJ4000X71239594,CDM,CALIBRATION
3597,VNVJ4000X71239594,USM,CAPTEUR ASSIETTE HORS PLAGE
3598,VNVJ4000X71239594,FRCAM,CALIBRATION
3599,VNVJ4000X71239594,EPS,DTC
3600,VNVJ4000X71239594,FRCAM,DTC
3601,VNVJ4000X71239594,SONAR,DTC
3602,VNVJ4000X71239594,FRCAM,DTC
3603,VNVJ4000X71239594,UDM,PAS REPONSE UCE
3604,VNVJ4000X71239594,USM,DTC
3605,VNVJ4000X71239594,NAV,CALIBRATION
3606,VNVJ4000X71239594,BCM,ECLAIRAGE PLAFONNIER AR
3607,VNVJ4000X71239594,EPS,DTC
3608,VNVJ4000X71239594,METER,DTC
3609,VNVJ4000X71239594,BCM,ECLAIRAGE COFFRE
3610,VNVJ4000X71239594,ECM,PAS REPONSE UCE
3611,VNVJ4000X71239594,SONAR,CAMERA AR
3612,VNVJ4000X71239594,CDM,PAS REPONSE UCE
3613,VNVJ4000X71239594,METER,DTC
3614,VNVJ4000X71239594,USM,LEVELIZER PAS A 0
3615,VNVJ4000X71239594,EPS,DTC
3616,VNVJ4000X71239594,SONAR,DTC
3617,VF1JL000270783441,SONAR,DTC
3618,VF1JL000270783441,BCM,DTC
3619,VF1JL000270783441,USM,DTC
3620,VF1JL000270783441,METER,DTC
3621,VF1JL000270783441,METER,DTC
3622,VF1JL000270783441,USM,PAS REPONSE UCE
3623,VF1JL000270783441,FRCAM,PAS REPONSE UCE
3624,VF1FL000471260745,SONAR,DTC
3625,VF1FL000471260745,SONAR,DTC
3626,VF1FL000471260745,SONAR,DTC
3627,VF1FL000471260745,SONAR,DTC
3628,VF1FL000471260745,SONAR,DTC
3629,VF1FL000471260745,SONAR,DTC
3630,VF1FL000471260745,ABS,PAS REPONSE UCE
3631,VF1FL000471260745,BCM,APC NON VU
3632,VF1FL000471260745,ECM,PAS REPONSE UCE
3633,VF1FL000471260745,BCM,APC NON VU
3634,VF1FL000471260745,ECM,PAS REPONSE UCE
3635,VF1FL000471260745,ABS,PAS REPONSE UCE
3636,VF1FL000471260745,HVAC,GMV HABITACLE
3637,VF1FL000471260745,ECM,PAS REPONSE UCE
3638,VF1FL000471260745,ACU,PAS REPONSE UCE
3639,VF1FL000471260745,EPS,PAS REPONSE UCE
3640,VF1FL000471260745,SONAR,CAMERA AR
3641,VF1FL000471260745,BCM,DEGIVRAGE LUNETTE AR
3642,VF1FL000471260745,BCM,DEGIVRAGE LUNETTE AR
3643,VF1FL000471260745,BCM,DEGIVRAGE LUNETTE AR
3644,VF1FL000471260745,BCM,PEDALE EMBRAYAGE
3645,VF1FL000471260745,USM,GMV 1
3646,VF1FL000471260745,USM,COMPRESSEUR AIR CONDITIONNE
3647,VF1FL000471260745,SONAR,PAS REPONSE UCE
3648,VF1FL000471260745,BCM,DEMARRAGE INTERDIT
3649,VF1FL000471260745,BCM,CONSUMP REVERS LIGHT
3650,VF1FL000471260745,ABS,DTC
3651,VF1FL000471260745,USM,ANTI-BROUILLARD AV
3652,VF1FL000471260745,HVAC,PRESSION GAZ CLIM
3653,VF1FL000471260745,ABS,ETAT REMPLISSAGE NOK
3654,VF1FL000471260745,UDM,PAS REPONSE UCE
3655,VF1FL000471260745,METER,CONTROLER MINI LIQUIDE FREIN
3656,VF1FL000471260745,USM,COMPRESSEUR AIR CONDITIONNE
3657,VF1FL000471260745,HVAC,GMV HABITACLE
3658,VF1FL000471260745,SONAR,CAMERA AR
3659,VF1FL000471260745,CDM,PAS REPONSE UCE
3660,VF1FL000471260745,METER,DTC
3661,VF1FL000471260745,ABS,DTC
3662,VF1FL000270837519,BCM,TEMOIN CEINTURE SECURITE
3663,VF1FL000270837519,FRCAM,PAS REPONSE UCE
3664,VF1FL000270837519,BCM,DTC
3665,VF1FL000371118483,BCM,LEVE-VITRE AV PSG
3666,VF1FL000371118483,BCM,LEVE-VITRE AV PSG
3667,VF1FL000371118483,UDM,DTC
3668,VF1FL000371118483,UDM,DTC
3669,VF1FL000371118483,BCM,LEVE-VITRE AV PSG
3670,VF1FL000471260745,BCM,DEFAUT
3671,VF1FL000471260745,USM,PAS REPONSE UCE
3672,VF1FL000471260745,BCM,PAS REPONSE UCE
3673,VF1FL000471260745,ABS,PAS REPONSE UCE
3674,VF1FL000471260745,CGW,DEFAUT
3675,VF1FL000471260745,ECM,PAS REPONSE UCE
3676,VF1FL000471260745,EPS,PAS REPONSE UCE
3677,VF1FL000471260745,UDM,PAS REPONSE UCE
3678,VF1FL000471260745,USM,PAS REPONSE UCE
3679,VF1FL000471260745,EPS,PAS REPONSE UCE
3680,VF1FL000471260745,USM,PAS REPONSE UCE
3681,VF1FL000471260745,BCM,DEFAUT
3682,VF1FL000471260745,ECM,CALIBRATION
3683,VF1FL000471260745,HVAC,UCE NON CONFORME
3684,VF1FL000471260745,UDM,UCE NON CONFORME
3685,VF1FL000471260745,TCU,PAS REPONSE UCE
3686,VF1FL000471260745,HVAC,PAS REPONSE UCE
3687,VF1FL000471260745,BCM,PAS REPONSE UCE
3688,VF1FL000471260745,BCM,PAS REPONSE UCE
3689,VF1FL000471260745,ECM,PAS REPONSE UCE
3690,VF1FL000270837519,FRCAM,PAS REPONSE UCE
3691,VF1FL000270837519,FRCAM,PAS REPONSE UCE
3692,VNVF4000170977327,USM,VIN NON CONFORME
3693,VNVF4000170977327,BCM,VIN NON CONFORME
3694,VNVF4000170977327,UDM,RESET DTC
3695,VNVF4000170977327,USM,FEU CROISEMENT G
3696,VF1EL000871106910,ABS,MNEMONIC : RUC
3697,VF1EL000871106910,ABS,CONFIGURATION AUTOMATIQUE
3698,VF1EL000871106910,ACU,VIN NON CONFORME
3699,VF1EL000871106910,ACU,TRACABILITE SATELLITE PIED D
3700,VF1FL000871218918,00_Template,DEFAUT
3701,VF1FL000871218918,BCM,APC NON VU
3702,VF1FL000871218918,BCM,PAS REPONSE UCE
3703,VF1FL000871218918,BCM,DEFAUT
3704,VF1FL000871218918,BCM,UCE NON CONFORME
3705,VF1FL000871218918,USM,PAS REPONSE UCE
3706,VF1FL000871218918,USM,PAS REPONSE UCE
3707,VF1FL000871218918,BCM,PAS REPONSE UCE
3708,VF1FL000571218925,ECM,PAS REPONSE UCE
3709,VF1FL000070076702,FRRAD,DTC
3710,VF1FL000571218925,ECM,PAS REPONSE UCE
3711,VF1FL000571218925,UDM,PAS REPONSE UCE
3712,VF1FL000571218925,EPS,ECRITURE VIN
3713,VF1FL000571218925,EPS,CONFIGURATION AUTOMATIQUE
3714,VF1FL000571218925,EPS,DTC
3715,VF1FL000571218925,ECM,PAS REPONSE UCE
3716,VF1FL000571218925,UDM,PAS REPONSE UCE
3717,VF1FL000571218925,HVAC,PRESSION GAZ CLIM
3718,VF1FL000571218925,EPS,DTC
3719,VF1FL000070076702,FRRAD,DTC
3720,VF1FL000070076702,FRRAD,DTC
3721,VF1FL000371247209,HVAC,DTC
3722,VF1JL000170838400,HVAC,DTC
3723,VF1FL000771237069,RADIO,DTC
3724,VF1FL000771237069,RADIO,DTC
3725,VNVF4000170977327,BCM,DEFAUT
3726,VNVF4000170977327,USM,PAS REPONSE UCE
3727,VNVF4000170977327,BCM,PAS REPONSE UCE
3728,VNVF4000170977327,BCM,PAS REPONSE UCE
3729,VNVF4000170977327,CGW,DEFAUT
3730,VNVF4000170977327,TPMS,CODE SSPP ROUE AV G
3731,VNVF4000170977327,TPMS,CODE SSPP ROUE AV G
3732,VNVF4000170977327,TPMS,PRESSION ROUE AV D
3733,VNVF4000170977327,TPMS,PRESSION ROUE AV G
3734,VNVF4000170977327,TPMS,PRESSION ROUE AR D
3735,VNVF4000170977327,TPMS,PRESSION ROUE AR G
3736,VF1FL000871218918,ABS,PAS REPONSE UCE
3737,VF1FL000871218918,ECM,PAS REPONSE UCE
3738,VF1FL000871218918,BCM,DEFAUT
3739,VF1FL000871218918,BCM,PAS REPONSE UCE
3740,VF1FL000871218918,BCM,PAS REPONSE UCE
3741,VF1FL000871218918,BCM,PAS REPONSE UCE
3742,VF1FL000871218918,ABS,PAS REPONSE UCE
3743,VF1FL000871218918,BCM,DEFAUT
3744,VF1FL000871218918,ECM,PAS REPONSE UCE
3745,VF1FL000871218918,BCM,DEFAUT
3746,VF1FL000871218918,BCM,PAS REPONSE UCE
3747,VF1FL000871218918,BCM,UCE NON CONFORME
3748,VF1FL000871218918,BCM,PAS REPONSE UCE
3749,VF1FL000871218918,BCM,DEFAUT
3750,VF1FL000871218918,BCM,UCE NON CONFORME
3751,VF1FL000871218918,BCM,PAS REPONSE UCE
3752,VF1JL000270783441,HFM,BADGE NON PRESENT
3753,VF1JL000270783441,HFM,NOMBRE CLE APPRIS
3754,VF1JL000270783441,HFM,BADGE NON PRESENT
3755,VF1JL000270783441,HFM,NOMBRE CLE APPRIS
3756,VF1JL000270783441,BCM,CLE NON RECONNUE
3757,VF1JL000270783441,BCM,ECLAIRAGE COFFRE
3758,VF1JL000270783441,HFM,NOMBRE CLE APPRIS
3759,VF1EL000871106910,BCM,DTC
3760,VF1EL000871106910,BCM,DTC
3761,VF1EL000871106910,BCM,DTC
3762,VF1EL000871106910,BCM,DTC
3763,VNVF4000170977327,TPMS,CODE SSPP ROUE AV G
3764,VNVF4000170977327,TPMS,CODE SSPP ROUE AV G
3765,VF1JL000871159735,USM,GMV 1
3766,VF1JL000871159735,USM,GMV 1
3767,VF1JL000871159735,ECM,DTC
3768,VF1JL000871159735,BCM,LEVE-VITRE AV PSG
3769,VF1JL000871159735,USM,GMV 1
3770,VF1JL000871159735,BCM,LEVE-VITRE AV PSG
3771,VF1JL000871159735,BCM,RETROVISEUR PSG
3772,VF1JL000871159735,ECM,DTC
3773,VF1JL000871159735,USM,GMV 1
3774,VF1JL000871159735,METER,DTC
3775,VF1JL000370291632,BCM,DTC
3776,VF1FL000271247136,CDM,DTC
3777,VF1FL000271247136,USM,DTC
3778,VF1FL000271247136,EPS,DTC
3779,VF1FL000271247136,METER,DTC
3780,VF1FL000271247136,USM,DTC
3781,VF1FL000271247136,ACU,DTC
3782,VF1FL000271247136,CDM,DTC
3783,VF1FL000271247136,BCM,DTC
3784,VF1FL000271247136,USM,DTC
3785,VF1FL000271247136,SONAR,DTC
3786,VF1FL000271247136,USM,DTC
3787,VF1FL000271247136,SONAR,DTC
3788,VF1FL000271247136,USM,DTC
3789,VF1FL000271247136,SONAR,DTC
3790,VF1FL000271247136,USM,DTC
3791,VF1FL000271247136,RADIO,DTC
3792,VF1FL000271247136,RADIO,DTC
3793,VF1FL000271247136,USM,DTC
3794,VF1FL000570866092,ACU,VERROU CONNECTEUR
3795,VF1FL000570866092,ACU,VERROU CONNECTEUR
3796,VF1EL000871106910,BCM,DTC
3797,VF1EL000871106910,BCM,RETROVISEUR RABATTABLE
3798,VF1EL000871106910,BCM,DTC
3799,VF1EL000871106910,BCM,DTC
3800,VF1EL000871106910,BCM,DTC
3801,VF1EL000871106910,BCM,DTC
3802,VF1EL000871106910,BCM,DTC
3803,VF1EL000871106910,BCM,REPETITEUR PSG
3804,VF1EL000871106910,BCM,DTC
3805,VF1EL000871106910,BCM,RETROVISEUR PSG
3806,VF1EL000871106910,BCM,DTC
3807,VF1EL000871106910,BCM,RETROVISEUR COND
3808,VF1EL000871106910,BCM,DTC
3809,VF1EL000871106910,BCM,DTC
3810,VF1EL000871106910,BCM,REPETITEUR COND
3811,VF1JL000370291632,TPMS,CODE SSPP ROUE AR G
3812,VF1JL000370291632,TPMS,CODE SSPP ROUE AR G
3813,VF1FL000570866092,SONAR,CAMERA AR
3814,VF1FL000570866092,METER,DTC
3815,VF1FL000570866092,SONAR,DTC
3816,VF1FL000570866092,HFM,DTC
3817,VF1FL000570866092,HFM,DTC
3818,VF1FL000570866092,METER,DTC
3819,VF1FL000570866092,ACU,DTC
3820,VF1FL000570866092,ACU,DTC
3821,VF1FL000570866092,SONAR,DTC
3822,VF1FL000570866092,ACU,VERROU CONNECTEUR
3823,VF1FL000570866092,NIC,PAS REPONSE UCE
3824,VF1FL000570866092,NAV,DEFAUT
3825,VF1FL000570866092,NAV,PAS REPONSE UCE
3826,VF1FL000570866092,NIC,PAS REPONSE UCE
3827,VF1FL000570866092,CGW,DEFAUT
3828,VF1FL000570866092,HFM,PAS REPONSE UCE
3829,VF1FL000570866092,BCM,UCE NON CONFORME
3830,VF1FL000570866092,BCM,PAS REPONSE UCE
3831,VF1FL000570866092,GWD2,PAS REPONSE UCE
3832,VF1JL000X70838511,BCM,CONSUMP REVERS LIGHT
3833,VF1JL000X70838511,BCM,CONSUMP REVERS LIGHT
3834,VF1JL000671053333,BCM,CONFIGURATION AUTOMATIQUE
3835,VF1FL000871115479,ECM,DTC
3836,VF1FL000871115479,ABS,DTC
3837,VF1FL000871115479,ECM,DTC
3838,VF1FL000871115479,ECM,DTC
3839,VF1FL000871115479,METER,DTC
3840,VF1FL000871115479,METER,CONTROLER MINI LIQUIDE FREIN
3841,VF1FL000871115479,ABS,ETAT REMPLISSAGE NOK
3842,VF1FL000871115479,UDM,PAS REPONSE UCE
3843,VF1FL000871115479,ECM,DTC
3844,VF1FL000871115479,ABS,DTC
3845,VF1FL000871115479,EPS,DTC
3846,VF1FL000871115479,ECM,PEDALE EMBRAYAGE NON RELACHE
3847,VF1FL000871115479,ECM,DTC
3848,VF1FL000871115479,BCM,DEMARRAGE INTERDIT
3849,VF1FL000871115479,BCM,PEDALE EMBRAYAGE
3850,VF1FL000871115479,ABS,DTC
3851,VF1FL000871115479,FRCAM,PAS REPONSE UCE
3852,VF1FL000871115479,FRCAM,PAS REPONSE UCE
3853,VF1FL000871115479,METER,DTC
3854,VF1FL000871115479,ECM,DTC
3855,VF1FL000871115479,ECM,DTC
3856,VF1FL000871115479,ABS,DTC
3857,VF1FL000871115479,ECM,DTC
3858,VF1FL000871115479,HVAC,DTC
3859,VF1FL000871115479,ECM,PEDALE EMBRAYAGE NON RELACHE
3860,VF1JL000471155021,BCM,APC NON VU
3861,VF1FL000871115479,FRCAM,CALIBRATION
3862,VF6T8200571186682,CDM,DTC
3863,VF6T8200571186682,CDM,DTC
3864,VF6T8200571186682,CDM,DTC
3865,VF6T8200571186682,CDM,DTC
3866,VF1JL000471155021,HFM,DTC
3867,VF1JL000471155021,HFM,DTC
3868,VF1FL000X71225644,ECM,DTC
3869,VF1FL000X71225644,ECM,DTC
3870,VF1FL000X71225644,ABS,ETAT REMPLISSAGE NOK
3871,VF1FL000X71225644,BCM,DEMARRAGE INTERDIT
3872,VF1FL000X71225644,USM,CAPTEUR ASSIETTE HORS PLAGE
3873,VF1FL000X71225644,ECM,DTC
3874,VF1FL000X71225644,ABS,ETAT REMPLISSAGE NOK
3875,VF1FL000X71225644,ECM,DTC
3876,VF1FL000X71225644,ECM,DTC
3877,VF1FL000X71225644,ECM,DTC
3878,VF1FL000X71225644,BCM,DEMARRAGE INTERDIT
3879,VF1FL000X71225644,USM,FEUX JOUR
3880,VF1FL000X71225644,ABS,DTC
3881,VF1FL000X71225644,EPS,DTC
3882,VF1FL000X71225644,ECM,DTC
3883,VF1FL000X71225644,ECM,DTC
3884,VF1FL000X71225644,ECM,DTC
3885,VF1FL000X71225644,USM,LEVELIZER PAS A 0
3886,VF1FL000X71225644,ECM,DTC
3887,VF1FL000X71225644,USM,DTC
3888,VF1FL000X71225644,ECM,DTC
3889,VF1FL000X71225644,SONAR,DTC
3890,VF1FL000X71225644,ECM,DTC
3891,VF1FL000X71225644,NAV,CALIBRATION
3892,VF1FL000X71225644,ECM,DTC
3893,VF1FL000X71225644,SONAR,CAMERA AR
3894,VF1FL000X71225644,HVAC,DTC
3895,VF1FL000X71225644,UDM,PAS REPONSE UCE
3896,VF1FL000X71225644,ECM,DTC
3897,VF1JL000471155021,HFM,DTC
3898,VF1JL000471155021,HFM,DTC
3899,VF1JL000471155021,HFM,DTC
3900,VF1JL000471155021,HFM,DTC
3901,VF1JL000471155021,HFM,DTC
3902,VF1JL000471155021,HFM,DTC
3903,VF1FL000X71225644,ABS,PAS REPONSE UCE
3904,VF1FL000X71225644,ABS,PAS REPONSE UCE
3905,VF1JL000471155021,BCM,CONFIGURATION AUTOMATIQUE
3906,VF1JL000471155021,BCM,CONFIGURATION AUTOMATIQUE
3907,VF1JL000471155021,HFM,DTC
3908,VF1JL000471155021,HFM,DTC
3909,VF1JL000471155021,HFM,DTC
3910,VF1JL000671127544,ACU,CAPTEUR CEINTURE SCR G 2EME RNG
3911,VF1JL000671127544,ACU,CAPTEUR CEINTURE SCR D 2EME RNG
3912,VF1JL000671127544,USM,LEVELIZER PAS A 0
3913,VF1JL000671127544,USM,CAPTEUR ASSIETTE HORS PLAGE
3914,VF1JL000671127544,SONAR,CAMERA AR
3915,VF1JL000671127544,METER,BOUTON PUSH TO TALK
3916,VF1JL000671127544,BCM,SIEGE CHAUFFANT AV COND
3917,VF1JL000671127544,ACU,CAPTEUR CEINTURE SECURITE AV D
3918,VF1JL000671127544,ACU,CAPTEUR CEINTURE SCR CTL 2EME RNG
3919,VF1JL000671127544,METER,RHEOSTAT ECLAIRAGE TABLEAU DE BORD
3920,VF1JL000671127544,ECM,PAS REPONSE UCE
3921,VF1JL000671127544,BCM,APC NON VU
3922,VF1JL000671127544,ECM,PAS REPONSE UCE
3923,VF1FL000171117087,BCM,RETROVISEUR PSG
3924,VF1FL000171117087,BCM,BOUTON STOP & START
3925,VF1FL000171117087,BCM,FEU STOP
3926,VF1FL000171117087,BCM,FEU STOP
3927,VF1JL000671127544,HFM,TRANSPONDEUR
3928,VF1JL000671127544,BCM,APC NON VU
3929,VF1JL000671127544,HFM,TRANSPONDEUR
3930,VF1JL000671127544,HFM,TRANSPONDEUR
3931,VF1JL000671127544,HFM,NOMBRE CLE APPRIS
3932,VF1JL000671127544,HFM,TRANSPONDEUR
3933,VF1JL000671127544,HFM,TRANSPONDEUR
3934,VF1JL000671127544,HFM,NOMBRE CLE APPRIS
3935,VF6T8200571186682,TCU,DTC
3936,VF6T8200571186682,TCU,DTC
3937,VF6T8200571186682,TCU,DTC
3938,VF6T8200571186682,TCU,DTC
3939,VF6T8200571186682,TCU,DTC
3940,VF6T8200571186682,UDM,DTC
3941,VF6T8200571186682,UDM,DTC
3942,VF1JL000071117270,SONAR,DTC
3943,VF1JL000071117270,SONAR,DTC
3944,VF1JL000071117270,SONAR,DTC
3945,VF1JL000071117270,SONAR,DTC
3946,VF1JL000370291632,TPMS,PRESSION ROUE AR G
3947,VF1JL000471155021,HFM,DTC
3948,VF1JL000471155021,HFM,DTC
3949,VF1JL000471155021,HFM,DTC
3950,VF1JL000471155021,HFM,DTC
3951,VF1JL000471155021,HFM,CODE APV NON DISPONIBLE
3952,VF1JL000471155021,HFM,DTC
3953,VF1JL000471155021,HFM,NOMBRE CLE APPRIS
3954,VF1JL000471155021,BCM,CLE NON RECONNUE
3955,VF1JL000471155021,HFM,DTC
3956,VF1JL000471155021,HFM,DTC
3957,VF1JL000471155021,HFM,DEFAUT
3958,VF1JL000471155021,HFM,DTC
3959,VF1JL000471155021,HFM,DTC
3960,VF1JL000471155021,HFM,DTC
3961,VF1JL000471155021,HFM,DTC
3962,VF1JL000471155021,ECM,RESET DTC
3963,VF1JL000471155021,HFM,DTC
3964,VF1JL000471155021,HFM,DTC
3965,VF1JL000471155021,HFM,DTC
3966,VF1JL000471155021,HFM,DTC
3967,VF1JL000471155021,ECM,ETAT PROTEGE 5
3968,VF1JL000471155021,HFM,DTC
3969,VF1JL000471155021,HFM,DTC
3970,VF1JL000471155021,HFM,DTC
3971,VF1JL000471155021,HFM,DTC
3972,VF1JL000471155021,BCM,BADGE NON PRESENT
3973,VF1JL000471155021,ECM,ECRITURE VIN
3974,VF1JL000471155021,HFM,DEFAUT
3975,VF1JL000471155021,HFM,DTC
3976,VF1FL000171117087,BCM,DTC
3977,VF1FL000171117087,ACU,CAPTEUR CEINTURE SCR D 2EME RNG
3978,VF1FL000171117087,BCM,DTC
3979,VF1JL000471155021,HFM,DTC
3980,VF1JL000471155021,HFM,DTC
3981,VF1JL000471155021,HFM,DTC
3982,VF1JL000471155021,HFM,DTC
3983,VF1JL000471155021,HFM,DTC
3984,VF1JL000471155021,CDM,CONFIGURATION AUTOMATIQUE
3985,VF1JL000471155021,ECM,CALIBRATION
3986,VF1JL000471155021,HFM,DTC
3987,VF1JL000471155021,HFM,DTC
3988,VF1JL000471155021,HFM,DTC
3989,VF1FL000470982657,USM,GMV 1
3990,VF1FL000470982657,ECM,DTC
3991,VF1FL000470982657,USM,GMV 1
3992,VF1FL000470982657,ECM,DTC
3993,VF1FL000470982657,ECM,DTC
3994,VF1FL000470982657,ECM,DTC
3995,VF1FL000370516685,ABS,CAPTEUR VITESSE ROUE AR G
3996,VF1FL000370516685,ABS,CAPTEUR VITESSE ROUE AR D
3997,VF1FL000370516685,ABS,CAPTEUR VITESSE ROUE AV G
3998,VF1FL000370516685,ABS,CAPTEUR VITESSE ROUE AV D
3999,VF1FL000071218864,HVAC,DTC
4000,VF1JL000870995647,AH,PAS REPONSE UCE
4001,VF1FL000370516685,METER,UCE NON CONFORME
4002,VF1FL000771127235,BCM,PAS REPONSE UCE
4003,VF1FL000771127235,BCM,DEFAUT
4004,VF1FL000370516685,METER,DTC
4005,VF1FL000370516685,METER,DTC
4006,VF1FL000370516685,METER,DTC
4007,VF1FL000370516685,METER,RHEOSTAT ECLAIRAGE TABLEAU DE BORD
4008,VF1FL000370516685,METER,UCE NON CONFORME
4009,VF1FL000370516685,METER,DTC
4010,VF1FL000171019502,ACU,DTC
4011,VF1FL000171019502,ACU,DTC
4012,VF1FL000971218863,ABS,DTC
4013,VF1FL000971218863,ECM,PEDALE EMBRAYAGE NON RELACHE
4014,VF1FL000971218863,METER,CONTROLER MINI LIQUIDE FREIN
4015,VF1FL000971218863,METER,DTC
4016,VF1FL000971218863,ABS,ETAT REMPLISSAGE NOK
4017,VF1FL000971218863,BCM,DEMARRAGE INTERDIT
4018,VF1FL000971218863,ECM,PEDALE EMBRAYAGE NON RELACHE
4019,VF1FL000971218863,USM,GMV 1
4020,VF1FL000971218863,BCM,PEDALE EMBRAYAGE
4021,VF1FL000971218863,USM,GMV 1
4022,VF1FL000971218863,METER,DTC
4023,VF1JL000870995647,ATCU,POSITION LEVIER VITESSE R
